order_id,email_count,call_count,first_response_time_hours,followup_count
ORD000872,0,0,1.85,0
ORD000873,1,0,2.15,0
ORD000874,1,0,2.21,0
ORD000875,0,0,3.03,0
ORD000876,2,0,2.17,1
ORD000877,1,2,10.23,2
ORD000878,2,1,1.12,2
ORD000879,2,0,5.85,1
ORD000880,1,0,1.95,0
ORD000881,2,1,5.01,2
ORD000882,1,0,2.48,0
ORD000883,1,0,4.58,0
ORD000884,1,0,8.88,0
ORD000885,0,1,3.45,0
ORD000886,0,1,4.93,0
ORD000887,1,2,1.98,2
ORD000888,1,0,8.38,0
ORD000889,1,1,2.01,1
ORD000890,2,0,2.55,1
ORD000891,0,0,3.0,0
ORD000892,3,1,4.95,3
ORD000893,2,1,1.8,2
ORD000894,0,1,3.82,0
ORD000895,0,0,3.5,0
ORD000896,0,0,5.04,0
ORD000897,1,1,4.19,1
ORD000898,0,1,6.97,0
ORD000899,0,0,1.71,0
ORD000900,2,0,1.89,1
ORD000901,1,0,1.55,0
ORD000902,1,0,3.39,0
ORD000903,0,0,2.63,0
ORD000904,2,0,6.11,1
ORD000905,0,1,1.7,0
ORD000906,0,1,2.39,0
ORD000907,3,0,0.94,2
ORD000908,3,0,2.08,2
ORD000909,1,2,7.53,2
ORD000910,0,0,1.89,0
ORD000911,1,1,1.88,1
ORD000912,0,1,3.73,0
ORD000913,2,0,4.4,1
ORD000914,1,1,2.33,1
ORD000915,1,0,1.93,0
ORD000916,1,0,4.21,0
ORD000917,1,0,2.99,0
ORD000918,0,0,3.55,0
ORD000919,0,0,2.92,0
ORD000920,0,1,1.24,0
ORD000921,2,0,8.95,1
ORD000922,3,0,4.44,2
ORD000923,2,0,0.9,1
ORD000924,1,0,5.06,0
ORD000925,1,1,1.7,1
ORD000926,1,0,2.89,0
ORD000927,1,1,3.68,1
ORD000928,0,0,1.68,0
ORD000929,0,0,6.33,0
ORD000930,2,2,2.27,3
ORD000931,4,1,11.75,4
ORD000932,1,0,2.09,0
ORD000933,1,1,3.24,1
ORD000934,0,2,4.47,1
ORD000935,0,0,3.11,0
ORD000936,1,0,5.16,0
ORD000937,0,2,3.95,1
ORD000938,3,0,4.15,2
ORD000939,1,1,2.69,1
ORD000940,1,2,1.07,2
ORD000941,1,1,2.59,1
ORD000942,1,0,2.23,0
ORD000943,1,0,2.9,0
ORD000944,1,1,2.25,1
ORD000945,0,1,4.74,0
ORD000946,0,2,0.74,1
ORD000947,0,0,2.52,0
ORD000948,4,0,8.48,3
ORD000949,0,0,2.49,0
ORD000950,0,0,0.77,0
ORD000951,0,0,2.85,0
ORD000952,0,0,5.78,0
ORD000953,0,0,7.3,0
ORD000954,1,0,3.29,0
ORD000955,1,0,4.28,0
ORD000956,0,0,3.75,0
ORD000957,0,2,2.93,1
ORD000958,1,1,8.23,1
ORD000959,0,0,6.15,0
ORD000960,1,0,1.72,0
ORD000961,1,1,4.03,1
ORD000962,1,0,1.3,0
ORD000963,0,1,4.07,0
ORD000964,0,3,2.61,2
ORD000965,1,1,2.02,1
ORD000966,1,1,2.9,1
ORD000967,1,0,2.92,0
ORD000968,1,0,4.49,0
ORD000969,1,1,2.32,1
ORD000970,1,1,1.68,1
ORD000971,1,0,3.17,0
ORD000972,2,1,2.39,2
ORD000973,2,0,4.47,1
ORD000974,1,1,1.99,1
ORD000975,2,1,2.18,2
ORD000976,0,1,2.67,0
ORD000977,0,0,1.29,0
ORD000978,2,0,2.51,1
ORD000979,0,3,3.26,2
ORD000980,2,1,1.72,2
ORD000981,0,0,3.29,0
ORD000982,0,0,1.1,0
ORD000983,2,2,2.22,3
ORD000984,1,0,8.0,0
ORD000985,2,0,7.21,1
ORD000986,3,1,1.74,3
ORD000987,0,1,3.11,0
ORD000988,0,1,4.54,0
ORD000989,1,0,2.48,0
ORD000990,0,0,3.37,0
ORD000991,1,0,3.64,0
ORD000992,0,1,6.3,0
ORD000993,0,1,2.63,0
ORD000994,0,1,2.55,0
ORD000995,0,1,2.3,0
ORD000996,1,3,2.47,3
ORD000997,0,0,5.37,0
ORD000998,0,0,9.28,0
ORD000999,1,0,9.41,0
ORD001000,0,2,3.82,1
ORD001001,1,2,6.56,2
ORD001002,0,0,7.97,0
ORD001003,0,0,1.41,0
ORD001004,4,0,4.54,3
ORD001005,0,0,2.28,0
ORD001006,3,0,3.98,2
ORD001007,1,0,3.27,0
ORD001008,2,0,6.79,1
ORD001009,0,0,2.24,0
ORD001010,0,2,1.3,1
ORD001011,1,0,4.8,0
ORD001012,1,1,2.39,1
ORD001013,1,1,3.64,1
ORD001014,0,1,1.94,0
ORD001015,0,1,1.81,0
ORD001016,2,1,6.67,2
ORD001017,1,0,11.46,0
ORD001018,0,0,3.89,0
ORD001019,1,1,6.48,1
ORD001020,1,0,3.11,0
ORD001021,2,0,1.55,1
ORD001022,0,0,1.69,0
ORD001023,0,0,1.16,0
ORD001024,0,2,3.97,1
ORD001025,1,1,5.46,1
ORD001026,1,0,4.58,0
ORD001027,1,0,5.95,0
ORD001028,1,1,2.2,1
ORD001029,0,1,2.75,0
ORD001030,1,0,3.98,0
ORD001031,0,1,3.5,0
ORD001032,1,0,2.67,0
ORD001033,1,0,4.42,0
ORD001034,1,2,3.34,2
ORD001035,1,1,9.02,1
ORD001036,1,0,1.93,0
ORD001037,1,0,4.9,0
ORD001038,2,0,3.39,1
ORD001039,0,1,6.46,0
ORD001040,1,0,5.89,0
ORD001041,3,2,3.11,4
ORD001042,0,1,10.45,0
ORD001043,0,1,2.23,0
ORD001044,0,0,4.41,0
ORD001045,0,0,0.88,0
ORD001046,0,1,3.49,0
ORD001047,4,1,2.55,4
ORD001048,1,0,2.93,0
ORD001049,1,2,2.16,2
ORD001050,0,1,2.67,0
ORD001051,0,0,4.27,0
ORD001052,1,0,2.86,0
ORD001053,1,0,5.94,0
ORD001054,1,0,4.36,0
ORD001055,1,1,2.25,1
ORD001056,0,0,9.46,0
ORD001057,2,2,4.53,3
ORD001058,2,1,8.04,2
ORD001059,2,1,3.96,2
ORD001060,2,0,6.23,1
ORD001061,0,1,3.18,0
ORD001062,1,0,3.41,0
ORD001063,2,0,4.2,1
ORD001064,0,2,1.59,1
ORD001065,0,0,4.5,0
ORD001066,2,0,3.32,1
ORD001067,1,0,8.14,0
ORD001068,1,0,3.59,0
ORD001069,1,0,3.65,0
ORD001070,0,1,1.0,0
ORD001071,2,0,3.38,1
ORD001072,1,0,6.35,0
ORD001073,0,0,2.06,0
ORD001074,1,1,1.34,1
ORD001075,0,0,7.56,0
ORD001076,3,0,8.5,2
ORD001077,1,1,4.06,1
ORD001078,1,0,5.69,0
ORD001079,0,1,4.46,0
ORD001080,1,1,7.81,1
ORD001081,0,0,1.97,0
ORD001082,2,1,1.52,2
ORD001083,0,1,0.56,0
ORD001084,0,0,3.27,0
ORD001085,2,0,2.86,1
ORD001086,2,1,3.04,2
ORD001087,0,1,1.66,0
ORD001088,0,1,8.87,0
ORD001089,0,0,4.37,0
ORD001090,0,1,2.56,0
ORD001091,1,1,1.9,1
ORD001092,0,1,4.26,0
ORD001093,0,1,2.81,0
ORD001094,1,1,4.55,1
ORD001095,1,0,2.68,0
ORD001096,0,2,4.59,1
ORD001097,0,0,2.51,0
ORD001098,2,0,4.97,1
ORD001099,2,1,6.45,2
ORD001100,0,2,4.95,1
ORD001101,2,0,3.39,1
ORD001102,0,0,3.36,0
ORD001103,3,2,2.11,4
ORD001104,0,0,1.08,0
ORD001105,0,1,3.94,0
ORD001106,1,1,0.85,1
ORD001107,1,0,1.17,0
ORD001108,1,2,2.64,2
ORD001109,0,2,0.88,1
ORD001110,1,1,2.62,1
ORD001111,3,0,1.04,2
ORD001112,2,0,5.96,1
ORD001113,4,1,2.51,4
ORD001114,1,0,6.63,0
ORD001115,1,0,2.24,0
ORD001116,5,2,2.95,6
ORD001117,2,1,4.23,2
ORD001118,0,0,1.71,0
ORD001119,4,0,1.17,3
ORD001120,1,0,3.23,0
ORD001121,2,2,2.19,3
ORD001122,1,1,3.99,1
ORD001123,1,0,2.5,0
ORD001124,0,0,3.09,0
ORD001125,0,1,2.28,0
ORD001126,2,0,1.19,1
ORD001127,1,0,3.56,0
ORD001128,0,1,2.55,0
ORD001129,0,0,1.91,0
ORD001130,1,0,2.74,0
ORD001131,1,1,3.7,1
ORD001132,0,1,4.4,0
ORD001133,2,0,5.17,1
ORD001134,1,0,1.43,0
ORD001135,2,2,1.74,3
ORD001136,1,1,2.08,1
ORD001137,0,1,2.96,0
ORD001138,2,1,3.29,2
ORD001139,0,0,1.67,0
ORD001140,1,1,7.88,1
ORD001141,2,1,2.81,2
ORD001142,2,0,0.55,1
ORD001143,0,0,2.94,0
ORD001144,1,0,6.0,0
ORD001145,0,1,2.12,0
ORD001146,1,0,3.54,0
ORD001147,1,0,7.19,0
ORD001148,1,0,3.3,0
ORD001149,1,1,3.59,1
ORD001150,0,1,3.87,0
ORD001151,2,2,2.47,3
ORD001152,1,2,4.47,2
ORD001153,0,1,5.87,0
ORD001154,1,0,2.98,0
ORD001155,3,0,3.86,2
ORD001156,1,0,9.94,0
ORD001157,1,2,1.51,2
ORD001158,1,0,2.38,0
ORD001159,0,1,5.69,0
ORD001160,2,2,2.67,3
ORD001161,0,0,2.26,0
ORD001162,1,0,5.86,0
ORD001163,0,1,4.44,0
ORD001164,0,1,2.34,0
ORD001165,0,0,3.35,0
ORD001166,1,1,6.16,1
ORD001167,0,0,2.98,0
ORD001168,0,0,8.22,0
ORD001169,2,1,2.42,2
ORD001170,0,0,2.12,0
ORD001171,1,2,1.48,2
ORD001172,2,0,1.64,1
ORD001173,1,0,3.84,0
ORD001174,0,1,2.33,0
ORD001175,2,2,1.04,3
ORD001176,0,0,2.85,0
ORD001177,2,1,1.25,2
ORD001178,1,0,2.05,0
ORD001179,0,1,5.07,0
ORD001180,3,1,2.64,3
ORD001181,3,2,2.73,4
ORD001182,3,3,4.01,5
ORD001183,2,1,7.02,2
ORD001184,0,0,4.4,0
ORD001185,0,0,1.58,0
ORD001186,2,0,2.38,1
ORD001187,0,3,4.58,2
ORD001188,0,1,2.36,0
ORD001189,1,0,2.33,0
ORD001190,3,0,2.21,2
ORD001191,3,3,4.1,5
ORD001192,0,0,2.19,0
ORD001193,2,0,7.03,1
ORD001194,1,0,3.15,0
ORD001195,0,1,2.72,0
ORD001196,2,2,5.71,3
ORD001197,0,0,3.75,0
ORD001198,1,0,7.73,0
ORD001199,0,1,6.0,0
ORD001200,1,0,3.51,0
ORD001201,3,1,1.95,3
ORD001202,2,0,2.56,1
ORD001203,1,0,7.27,0
ORD001204,1,0,11.84,0
ORD001205,0,0,5.64,0
ORD001206,1,0,2.27,0
ORD001207,2,0,5.21,1
ORD001208,2,1,3.68,2
ORD001209,2,1,1.86,2
ORD001210,1,0,2.15,0
ORD001211,0,0,1.95,0
ORD001212,2,0,3.64,1
ORD001213,1,0,3.74,0
ORD001214,1,0,6.79,0
ORD001215,0,0,2.63,0
ORD001216,0,1,5.48,0
ORD001217,0,0,2.63,0
ORD001218,2,0,3.76,1
ORD001219,4,1,2.63,4
ORD001220,1,0,4.13,0
ORD001221,0,0,3.79,0
ORD001222,2,0,2.43,1
ORD001223,2,1,1.2,2
ORD001224,0,2,4.34,1
ORD001225,0,1,6.73,0
ORD001226,1,1,3.93,1
ORD001227,2,0,3.05,1
ORD001228,0,1,6.01,0
ORD001229,1,0,1.56,0
ORD001230,0,1,2.66,0
ORD001231,0,0,2.23,0
ORD001232,1,1,8.93,1
ORD001233,1,2,7.79,2
ORD001234,2,0,3.4,1
ORD001235,1,0,3.72,0
ORD001236,0,0,3.76,0
ORD001237,2,0,4.58,1
ORD001238,1,2,3.01,2
ORD001239,1,0,1.2,0
ORD001240,1,1,2.43,1
ORD001241,0,0,1.42,0
ORD001242,1,0,4.53,0
ORD001243,2,0,3.48,1
ORD001244,1,0,4.92,0
ORD001245,0,1,8.39,0
ORD001246,0,1,3.93,0
ORD001247,1,0,5.14,0
ORD001248,2,1,2.55,2
ORD001249,1,2,7.75,2
ORD001250,0,1,5.15,0
ORD001251,0,0,6.76,0
ORD001252,0,0,4.17,0
ORD001253,0,1,2.77,0
ORD001254,2,3,2.08,4
ORD001255,2,0,1.69,1
ORD001256,0,1,2.25,0
ORD001257,1,2,1.94,2
ORD001258,2,0,2.22,1
ORD001259,0,0,1.78,0
ORD001260,1,0,2.28,0
ORD001261,0,1,3.21,0
ORD001262,2,1,1.24,2
ORD001263,0,1,1.52,0
ORD001264,0,0,7.01,0
ORD001265,0,1,5.47,0
ORD001266,0,0,1.24,0
ORD001267,1,1,8.75,1
ORD001268,0,0,3.44,0
ORD001269,1,0,5.72,0
ORD001270,1,1,5.15,1
ORD001271,1,2,0.93,2
ORD001272,0,1,4.07,0
ORD001273,2,0,3.38,1
ORD001274,2,0,3.24,1
ORD001275,0,0,2.78,0
ORD001276,2,1,3.31,2
ORD001277,1,0,2.26,0
ORD001278,1,0,2.3,0
ORD001279,1,0,3.18,0
ORD001280,0,1,2.71,0
ORD001281,2,0,5.19,1
ORD001282,1,0,4.35,0
ORD001283,2,0,2.83,1
ORD001284,1,1,3.57,1
ORD001285,3,2,9.29,4
ORD001286,0,0,3.65,0
ORD001287,2,0,4.11,1
ORD001288,0,1,1.84,0
ORD001289,0,0,2.58,0
ORD001290,0,0,4.09,0
ORD001291,1,2,3.02,2
ORD001292,0,0,1.89,0
ORD001293,0,1,2.67,0
ORD001294,2,0,2.74,1
ORD001295,0,3,4.07,2
ORD001296,1,2,3.82,2
ORD001297,0,0,1.91,0
ORD001298,1,1,2.55,1
ORD001299,2,2,3.08,3
ORD001300,1,0,4.89,0
ORD001301,0,0,2.55,0
ORD001302,0,0,2.75,0
ORD001303,0,2,2.28,1
ORD001304,0,0,2.69,0
ORD001305,0,0,1.44,0
ORD001306,0,1,3.23,0
ORD001307,1,1,1.43,1
ORD001308,0,2,2.63,1
ORD001309,1,0,2.75,0
ORD001310,1,1,2.77,1
ORD001311,1,0,5.86,0
ORD001312,2,3,2.87,4
ORD001313,2,0,3.37,1
ORD001314,3,1,4.0,3
ORD001315,2,0,2.38,1
ORD001316,0,0,3.65,0
ORD001317,0,3,3.38,2
ORD001318,1,0,5.29,0
ORD001319,0,0,2.0,0
ORD001320,0,1,1.92,0
ORD001321,0,0,3.37,0
ORD001322,0,1,4.97,0
ORD001323,1,0,3.16,0
ORD001324,2,1,3.17,2
ORD001325,0,0,14.16,0
ORD001326,0,0,2.03,0
ORD001327,1,2,0.92,2
ORD001328,1,0,1.49,0
ORD001329,2,1,3.93,2
ORD001330,0,1,1.25,0
ORD001331,3,1,11.32,3
ORD001332,0,1,1.39,0
ORD001333,0,0,2.56,0
ORD001334,1,0,8.49,0
ORD001335,4,2,2.87,5
ORD001336,2,2,0.99,3
ORD001337,2,1,5.11,2
ORD001338,2,0,1.54,1
ORD001339,0,0,4.22,0
ORD001340,2,0,2.51,1
ORD001341,1,0,3.48,0
ORD001342,1,0,2.29,0
ORD001343,0,1,3.48,0
ORD001344,1,0,12.9,0
ORD001345,2,0,5.89,1
ORD001346,1,0,1.8,0
ORD001347,2,1,3.66,2
ORD001348,0,1,6.45,0
ORD001349,1,0,1.1,0
ORD001350,1,0,8.74,0
ORD001351,0,0,1.96,0
ORD001352,2,0,1.9,1
ORD001353,1,0,1.29,0
ORD001354,0,0,3.27,0
ORD001355,0,0,2.92,0
ORD001356,2,0,3.0,1
ORD001357,1,0,1.69,0
ORD001358,0,0,9.41,0
ORD001359,2,1,4.88,2
ORD001360,2,3,5.3,4
ORD001361,0,1,8.63,0
ORD001362,3,0,2.94,2
ORD001363,1,0,2.54,0
ORD001364,1,0,1.8,0
ORD001365,3,2,1.53,4
ORD001366,0,0,6.53,0
ORD001367,0,0,1.82,0
ORD001368,1,2,3.56,2
ORD001369,5,1,1.63,5
ORD001370,0,0,1.77,0
ORD001371,0,1,5.94,0
ORD001372,1,0,4.12,0
ORD001373,1,0,2.18,0
ORD001374,2,0,1.98,1
ORD001375,1,2,2.19,2
ORD001376,0,0,3.19,0
ORD001377,0,2,3.2,1
ORD001378,1,0,5.68,0
ORD001379,1,2,11.47,2
ORD001380,2,1,1.49,2
ORD001381,2,1,1.62,2
ORD001382,3,0,2.17,2
ORD001383,1,1,4.15,1
ORD001384,0,0,1.53,0
ORD001385,0,1,6.1,0
ORD001386,0,0,2.56,0
ORD001387,5,0,3.15,4
ORD001388,3,0,5.23,2
ORD001389,1,0,2.7,0
ORD001390,0,0,2.42,0
ORD001391,2,1,5.73,2
ORD001392,4,1,1.32,4
ORD001393,0,0,4.9,0
ORD001394,1,1,2.96,1
ORD001395,0,0,3.38,0
ORD001396,2,1,9.2,2
ORD001397,0,0,2.08,0
ORD001398,0,0,8.53,0
ORD001399,1,0,1.34,0
ORD001400,3,0,3.1,2
ORD001401,0,1,2.56,0
ORD001402,0,1,1.34,0
ORD001403,0,1,5.83,0
ORD001404,1,0,0.93,0
ORD001405,0,1,8.88,0
ORD001406,2,0,2.81,1
ORD001407,1,0,3.34,0
ORD001408,1,0,4.76,0
ORD001409,1,0,6.0,0
ORD001410,0,0,2.92,0
ORD001411,3,0,2.86,2
ORD001412,1,0,2.39,0
ORD001413,2,0,2.82,1
ORD001414,0,3,2.11,2
ORD001415,0,1,3.44,0
ORD001416,1,1,3.91,1
ORD001417,2,1,6.51,2
ORD001418,0,0,2.19,0
ORD001419,2,1,3.39,2
ORD001420,1,0,4.78,0
ORD001421,1,0,1.35,0
ORD001422,1,2,1.32,2
ORD001423,2,0,9.03,1
ORD001424,0,3,2.3,2
ORD001425,0,0,1.53,0
ORD001426,2,3,2.57,4
ORD001427,2,2,4.55,3
ORD001428,0,0,4.51,0
ORD001429,1,1,1.95,1
ORD001430,0,1,2.2,0
ORD001431,1,1,2.28,1
ORD001432,0,1,3.8,0
ORD001433,0,0,5.43,0
ORD001434,1,0,1.76,0
ORD001435,1,0,5.56,0
ORD001436,1,0,3.59,0
ORD001437,1,2,2.54,2
ORD001438,1,0,3.07,0
ORD001439,0,2,4.11,1
ORD001440,0,0,7.52,0
ORD001441,2,3,3.05,4
ORD001442,1,1,2.41,1
ORD001443,2,1,1.46,2
ORD001444,0,0,2.4,0
ORD001445,1,1,1.62,1
ORD001446,0,0,3.91,0
ORD001447,2,0,3.23,1
ORD001448,0,0,3.2,0
ORD001449,1,1,2.96,1
ORD001450,4,1,6.55,4
ORD001451,3,1,1.89,3
ORD001452,2,0,2.15,1
ORD001453,2,1,3.68,2
ORD001454,2,1,6.94,2
ORD001455,1,2,4.61,2
ORD001456,1,1,3.21,1
ORD001457,0,0,3.99,0
ORD001458,1,0,3.66,0
ORD001459,0,0,5.75,0
ORD001460,2,0,2.53,1
ORD001461,1,0,2.79,0
ORD001462,0,0,1.17,0
ORD001463,0,0,9.74,0
ORD001464,1,1,0.76,1
ORD001465,2,1,7.64,2
ORD001466,0,0,2.73,0
ORD001467,2,0,0.51,1
ORD001468,2,1,3.78,2
ORD001469,3,0,2.06,2
ORD001470,0,1,0.32,0
ORD001471,0,0,3.55,0
ORD001472,2,0,3.15,1
ORD001473,0,0,4.14,0
ORD001474,0,2,4.38,1
ORD001475,2,0,5.94,1
ORD001476,0,0,8.55,0
ORD001477,1,2,4.69,2
ORD001478,1,3,2.68,3
ORD001479,0,0,1.91,0
ORD001480,1,0,4.33,0
ORD001481,1,0,3.61,0
ORD001482,2,0,3.16,1
ORD001483,3,1,2.65,3
ORD001484,1,0,2.39,0
ORD001485,3,1,5.85,3
ORD001486,1,0,2.16,0
ORD001487,1,1,2.14,1
ORD001488,3,1,7.7,3
ORD001489,2,0,4.92,1
ORD001490,1,0,1.15,0
ORD001491,1,1,4.34,1
ORD001492,0,2,10.97,1
ORD001493,0,1,3.67,0
ORD001494,2,1,0.79,2
ORD001495,0,0,2.93,0
ORD001496,2,1,4.39,2
ORD001497,1,0,2.63,0
ORD001498,1,1,2.59,1
ORD001499,0,1,16.95,0
ORD001500,0,1,2.91,0
ORD001501,3,0,3.51,2
ORD001502,0,0,9.69,0
ORD001503,1,0,11.09,0
ORD001504,0,0,3.51,0
ORD001505,1,3,4.83,3
ORD001506,1,0,0.95,0
ORD001507,0,0,3.81,0
ORD001508,0,0,3.09,0
ORD001509,1,1,10.63,1
ORD001510,1,1,1.84,1
ORD001511,2,0,2.51,1
ORD001512,1,0,10.07,0
ORD001513,1,2,2.26,2
ORD001514,1,1,0.97,1
ORD001515,1,0,4.82,0
ORD001516,2,1,2.19,2
ORD001517,0,0,5.14,0
ORD001518,0,3,1.58,2
ORD001519,2,1,7.41,2
ORD001520,3,2,3.43,4
ORD001521,0,0,2.45,0
ORD001522,1,0,3.7,0
ORD001523,1,1,4.48,1
ORD001524,0,0,7.65,0
ORD001525,1,1,3.25,1
ORD001526,0,0,5.86,0
ORD001527,3,1,2.96,3
ORD001528,0,0,4.55,0
ORD001529,2,1,1.62,2
ORD001530,0,0,5.44,0
ORD001531,0,0,0.67,0
ORD001532,3,0,1.22,2
ORD001533,1,0,3.15,0
ORD001534,1,1,1.78,1
ORD001535,0,1,9.52,0
ORD001536,0,0,8.0,0
ORD001537,2,2,4.01,3
ORD001538,1,0,6.29,0
ORD001539,0,2,3.24,1
ORD001540,2,0,1.95,1
ORD001541,0,1,1.9,0
ORD001542,1,2,9.06,2
ORD001543,1,0,5.02,0
ORD001544,0,0,6.91,0
ORD001545,0,1,6.17,0
ORD001546,2,1,2.28,2
ORD001547,2,0,4.32,1
ORD001548,0,0,1.37,0
ORD001549,2,0,2.37,1
ORD001550,2,1,5.61,2
ORD001551,2,0,3.11,1
ORD001552,1,0,2.95,0
ORD001553,2,0,7.93,1
ORD001554,1,0,4.76,0
ORD001555,1,1,1.65,1
ORD001556,2,3,3.28,4
ORD001557,1,0,4.49,0
ORD001558,3,0,1.0,2
ORD001559,0,1,1.16,0
ORD001560,1,0,6.52,0
ORD001561,1,3,2.72,3
ORD001562,1,2,6.22,2
ORD001563,0,0,2.71,0
ORD001564,0,0,1.03,0
ORD001565,0,0,1.34,0
ORD001566,1,0,4.94,0
ORD001567,1,0,3.21,0
ORD001568,0,1,1.59,0
ORD001569,1,0,3.03,0
ORD001570,3,0,7.1,2
ORD001571,0,0,3.28,0
ORD001572,1,1,5.66,1
ORD001573,2,0,2.17,1
ORD001574,0,1,3.56,0
ORD001575,2,1,2.98,2
ORD001576,2,0,10.64,1
ORD001577,0,0,2.19,0
ORD001578,0,0,3.04,0
ORD001579,0,0,2.21,0
ORD001580,0,3,2.32,2
ORD001581,1,0,4.16,0
ORD001582,1,0,5.02,0
ORD001583,1,0,2.86,0
ORD001584,0,1,1.11,0
ORD001585,2,0,2.29,1
ORD001586,0,1,6.89,0
ORD001587,2,1,5.67,2
ORD001588,1,0,1.82,0
ORD001589,2,0,4.21,1
ORD001590,1,0,2.92,0
ORD001591,4,0,3.05,3
ORD001592,0,1,6.78,0
ORD001593,1,1,1.32,1
ORD001594,0,0,2.68,0
ORD001595,0,0,3.42,0
ORD001596,2,0,3.14,1
ORD001597,0,3,3.72,2
ORD001598,2,0,2.76,1
ORD001599,2,0,5.84,1
ORD001600,0,2,1.64,1
ORD001601,3,0,6.07,2
ORD001602,3,1,2.64,3
ORD001603,0,0,10.22,0
ORD001604,1,1,7.41,1
ORD001605,2,1,3.85,2
ORD001606,1,2,2.32,2
ORD001607,3,1,5.23,3
ORD001608,1,1,3.64,1
ORD001609,3,0,2.0,2
ORD001610,0,1,3.62,0
ORD001611,2,0,4.69,1
ORD001612,1,0,1.63,0
ORD001613,3,2,8.38,4
ORD001614,0,0,4.01,0
ORD001615,1,2,4.2,2
ORD001616,1,0,2.21,0
ORD001617,0,1,7.62,0
ORD001618,2,0,1.01,1
ORD001619,4,1,4.89,4
ORD001620,0,1,3.3,0
ORD001621,1,0,4.96,0
ORD001622,0,1,3.33,0
ORD001623,1,0,5.48,0
ORD001624,0,0,1.52,0
ORD001625,1,0,7.32,0
ORD001626,2,0,12.89,1
ORD001627,1,0,1.57,0
ORD001628,1,0,4.26,0
ORD001629,0,1,2.99,0
ORD001630,0,1,4.95,0
ORD001631,2,0,4.68,1
ORD001632,1,3,2.25,3
ORD001633,1,1,4.89,1
ORD001634,1,0,2.88,0
ORD001635,1,0,2.11,0
ORD001636,2,1,1.51,2
ORD001637,0,0,1.52,0
ORD001638,0,1,2.45,0
ORD001639,0,0,5.73,0
ORD001640,0,0,3.76,0
ORD001641,0,0,6.71,0
ORD001642,1,0,2.51,0
ORD001643,2,1,2.42,2
ORD001644,3,2,4.95,4
ORD001645,0,0,3.96,0
ORD001646,2,1,1.22,2
ORD001647,1,1,5.96,1
ORD001648,0,1,3.29,0
ORD001649,1,1,4.27,1
ORD001650,1,0,1.92,0
ORD001651,1,1,2.23,1
ORD001652,3,0,2.55,2
ORD001653,2,0,3.89,1
ORD001654,1,0,9.31,0
ORD001655,0,0,4.21,0
ORD001656,2,0,4.08,1
ORD001657,0,2,4.07,1
ORD001658,0,0,1.89,0
ORD001659,0,0,5.6,0
ORD001660,1,0,3.19,0
ORD001661,0,0,6.25,0
ORD001662,1,0,1.37,0
ORD001663,2,0,6.26,1
ORD001664,1,1,1.54,1
ORD001665,0,0,2.8,0
ORD001666,5,2,5.21,6
ORD001667,2,0,3.23,1
ORD001668,1,0,3.04,0
ORD001669,1,1,3.5,1
ORD001670,2,1,3.63,2
ORD001671,3,1,3.76,3
ORD001672,2,0,1.54,1
ORD001673,1,0,7.3,0
ORD001674,1,0,5.69,0
ORD001675,0,2,12.56,1
ORD001676,1,2,2.24,2
ORD001677,1,0,4.48,0
ORD001678,1,1,2.33,1
ORD001679,0,0,6.31,0
ORD001680,0,0,1.42,0
ORD001681,0,0,0.78,0
ORD001682,2,0,3.13,1
ORD001683,0,2,9.86,1
ORD001684,0,2,5.19,1
ORD001685,2,0,1.67,1
ORD001686,2,2,0.93,3
ORD001687,0,1,3.51,0
ORD001688,1,1,1.59,1
ORD001689,2,0,2.32,1
ORD001690,1,1,3.46,1
ORD001691,2,0,3.05,1
ORD001692,3,0,6.62,2
ORD001693,2,1,1.65,2
ORD001694,0,3,3.11,2
ORD001695,1,0,4.23,0
ORD001696,0,0,3.22,0
ORD001697,1,0,2.67,0
ORD001698,4,1,4.37,4
ORD001699,1,2,2.41,2
ORD001700,4,2,4.75,5
ORD001701,0,3,8.13,2
ORD001702,1,0,1.33,0
ORD001703,1,0,2.76,0
ORD001704,1,0,7.93,0
ORD001705,1,0,4.08,0
ORD001706,2,1,3.13,2
ORD001707,3,0,6.74,2
ORD001708,0,0,3.74,0
ORD001709,1,1,4.13,1
ORD001710,1,0,4.83,0
ORD001711,1,1,4.15,1
ORD001712,0,0,3.2,0
ORD001713,1,1,0.88,1
ORD001714,3,0,3.55,2
ORD001715,0,0,2.65,0
ORD001716,1,0,3.45,0
ORD001717,1,1,3.04,1
ORD001718,0,1,2.04,0
ORD001719,0,2,7.06,1
ORD001720,0,1,1.93,0
ORD001721,0,0,4.38,0
ORD001722,1,0,6.19,0
ORD001723,2,1,3.03,2
ORD001724,0,2,4.92,1
ORD001725,0,0,2.7,0
ORD001726,1,2,4.93,2
ORD001727,0,0,3.17,0
ORD001728,0,0,3.11,0
ORD001729,0,0,3.18,0
ORD001730,0,1,2.96,0
ORD001731,1,0,6.97,0
ORD001732,1,1,2.52,1
ORD001733,3,1,0.63,3
ORD001734,0,0,2.94,0
ORD001735,1,1,10.04,1
ORD001736,3,0,4.12,2
ORD001737,3,0,3.87,2
ORD001738,3,2,0.79,4
ORD001739,1,0,2.0,0
ORD001740,2,3,3.21,4
ORD001741,1,1,8.62,1
ORD001742,1,0,4.94,0
ORD001743,0,1,5.07,0
ORD001744,1,0,2.7,0
